0.000000	 20.000000
0.100000	 20.500000
0.200000	 21.000000
0.300000	 21.500000
0.400000	 22.000000
0.500000	 22.500000
0.600000	 23.000000
0.700000	 23.500000
0.800000	 24.000000
0.900000	 24.500000
1.000000	 25.000000
1.100000	 25.500000
1.200000	 26.000000
1.300000	 26.500000
1.400000	 27.000002
1.500000	 27.500002
1.600000	 28.000002
1.700000	 28.500002
1.800000	 29.000002
1.900000	 29.500002
2.000000	 30.000002
2.100000	 30.500000
2.200000	 31.000000
2.300000	 31.500000
2.400000	 32.000000
2.500000	 32.500000
2.600000	 33.000000
2.700000	 33.499996
2.799999	 33.999996
2.899999	 34.499996
2.999999	 34.999996
3.099999	 35.499996
3.199999	 35.999996
3.299999	 36.499996
3.399999	 36.999996
3.499999	 37.499992
3.599999	 37.999992
3.699999	 38.499992
3.799999	 38.999992
3.899998	 39.499992
3.999998	 39.999992
4.099998	 40.499992
4.199998	 40.999992
4.299998	 41.499992
4.399998	 41.999992
4.499998	 42.499992
4.599998	 42.999989
4.699998	 43.499989
4.799998	 43.999989
4.899998	 44.499989
4.999998	 44.999989
5.099998	 45.499989
5.199997	 45.999989
5.299997	 46.499985
5.399997	 46.999985
5.499997	 47.499985
5.599997	 47.999985
5.699997	 48.499985
5.799997	 48.999985
5.899997	 49.499985
5.999997	 49.999985
6.099997	 50.499985
6.199996	 50.999981
6.299996	 51.499981
6.399996	 51.999981
6.499996	 52.499981
6.599996	 52.999981
6.699996	 53.499981
6.799996	 53.999981
6.899996	 54.499977
6.999996	 54.999977
7.099996	 55.499977
7.199996	 55.999977
7.299995	 56.499977
7.399995	 56.999977
7.499995	 57.499977
7.599995	 57.999977
7.699995	 58.499977
7.799995	 58.999973
7.899995	 59.499973
7.999995	 59.999973
8.099995	 60.499973
8.199995	 60.999977
8.299995	 61.499977
8.399996	 61.999977
8.499996	 62.499981
8.599997	 62.999985
8.699997	 63.499985
8.799997	 63.999985
8.899998	 64.499985
8.999998	 64.999992
9.099998	 65.499992
9.199999	 65.999992
9.299999	 66.500000
9.400000	 67.000000
9.500000	 67.500000
9.600000	 68.000000
9.700001	 68.500000
9.800001	 69.000008
9.900002	 69.500008
