-10.000000	 100.000000
-9.900000	 98.009995
-9.799999	 96.039986
-9.699999	 94.089981
-9.599998	 92.159973
-9.499998	 90.249962
-9.399998	 88.359955
-9.299997	 86.489952
-9.199997	 84.639946
-9.099997	 82.809937
-8.999996	 80.999931
-8.899996	 79.209923
-8.799995	 77.439919
-8.699995	 75.689911
-8.599995	 73.959908
-8.499994	 72.249901
-8.399994	 70.559898
-8.299994	 68.889893
-8.199993	 67.239891
-8.099993	 65.609886
-7.999993	 63.999886
-7.899993	 62.409889
-7.799993	 60.839890
-7.699993	 59.289894
-7.599993	 57.759895
-7.499993	 56.249901
-7.399993	 54.759903
-7.299994	 53.289906
-7.199994	 51.839909
-7.099994	 50.409912
-6.999994	 48.999912
-6.899994	 47.609917
-6.799994	 46.239918
-6.699994	 44.889919
-6.599994	 43.559925
-6.499994	 42.249928
-6.399994	 40.959927
-6.299994	 39.689930
-6.199995	 38.439934
-6.099995	 37.209934
-5.999995	 35.999939
-5.899995	 34.809940
-5.799995	 33.639942
-5.699995	 32.489944
-5.599995	 31.359945
-5.499995	 30.249949
-5.399995	 29.159950
-5.299995	 28.089951
-5.199996	 27.039953
-5.099996	 26.009954
-4.999996	 24.999958
-4.899996	 24.009958
-4.799996	 23.039961
-4.699996	 22.089962
-4.599996	 21.159964
-4.499996	 20.249966
-4.399996	 19.359968
-4.299996	 18.489969
-4.199996	 17.639971
-4.099997	 16.809973
-3.999997	 15.999973
-3.899997	 15.209974
-3.799997	 14.439976
-3.699997	 13.689978
-3.599997	 12.959979
-3.499997	 12.249980
-3.399997	 11.559981
-3.299997	 10.889982
-3.199997	 10.239984
-3.099998	 9.609984
-2.999998	 8.999986
-2.899998	 8.409986
-2.799998	 7.839988
-2.699998	 7.289989
-2.599998	 6.759990
-2.499998	 6.249990
-2.399998	 5.759991
-2.299998	 5.289992
-2.199998	 4.839993
-2.099998	 4.409994
-1.999998	 3.999994
-1.899998	 3.609994
-1.799998	 3.239994
-1.699998	 2.889994
-1.599998	 2.559995
-1.499998	 2.249995
-1.399998	 1.959995
-1.299998	 1.689996
-1.199998	 1.439996
-1.099998	 1.209996
-0.999998	 0.999996
-0.899998	 0.809997
-0.799998	 0.639997
-0.699998	 0.489997
-0.599998	 0.359998
-0.499998	 0.249998
-0.399998	 0.159999
-0.299998	 0.089999
-0.199998	 0.039999
-0.099998	 0.010000
0.000002	 0.000000
0.100002	 0.010000
0.200002	 0.040001
0.300002	 0.090001
0.400002	 0.160001
0.500002	 0.250002
0.600002	 0.360002
0.700002	 0.490003
0.800002	 0.640003
0.900002	 0.810004
1.000002	 1.000004
1.100002	 1.210004
1.200002	 1.440005
1.300002	 1.690005
1.400002	 1.960006
1.500002	 2.250006
1.600002	 2.560007
1.700002	 2.890007
1.800002	 3.240008
1.900002	 3.610008
2.000002	 4.000009
2.100002	 4.410008
2.200002	 4.840009
2.300002	 5.290009
2.400002	 5.760008
2.500002	 6.250009
2.600002	 6.760008
2.700001	 7.290008
2.800001	 7.840008
2.900001	 8.410007
3.000001	 9.000008
3.100001	 9.610006
3.200001	 10.240006
3.300001	 10.890006
3.400001	 11.560005
3.500001	 12.250005
3.600001	 12.960005
3.700001	 13.690004
3.800000	 14.440003
3.900000	 15.210003
4.000000	 16.000004
4.100000	 16.810003
4.200000	 17.640003
4.300000	 18.490002
4.400000	 19.360001
4.500000	 20.250000
4.600000	 21.160000
4.700000	 22.089998
4.800000	 23.039997
4.900000	 24.009996
5.000000	 24.999996
5.099999	 26.009995
5.199999	 27.039993
5.299999	 28.089993
5.399999	 29.159990
5.499999	 30.249990
5.599999	 31.359989
5.699999	 32.489986
5.799999	 33.639984
5.899999	 34.809986
5.999999	 35.999985
6.099998	 37.209980
6.199998	 38.439980
6.299998	 39.689980
6.399998	 40.959976
6.499998	 42.249977
6.599998	 43.559975
6.699998	 44.889973
6.799998	 46.239971
6.899998	 47.609970
6.999998	 48.999966
7.099998	 50.409966
7.199997	 51.839962
7.299997	 53.289963
7.399997	 54.759960
7.499997	 56.249958
7.599997	 57.759956
7.699997	 59.289951
7.799997	 60.839951
7.899997	 62.409950
7.999997	 63.999947
8.099997	 65.609947
8.199997	 67.239952
8.299997	 68.889954
8.399998	 70.559959
8.499998	 72.249969
8.599998	 73.959976
8.699999	 75.689980
8.799999	 77.439987
8.900000	 79.209991
9.000000	 81.000000
9.100000	 82.810005
9.200001	 84.640015
9.300001	 86.490021
9.400002	 88.360031
9.500002	 90.250038
9.600002	 92.160042
9.700003	 94.090050
9.800003	 96.040062
9.900003	 98.010071
